date,admin2,ipc_phase,population_affected
2022-06-01,East Dembia,1,
2022-06-01,East Esite,1,
2022-06-01,East Imi,3,
2022-06-01,Ebenat,3,
2022-06-01,Edaga Hamus town,4,
2022-06-01,Edaga arbi,4,
2022-06-01,Eferatana Gidem,3,
2022-06-01,Egela,4,
2022-06-01,Ejere /Addis Alem,1,
2022-06-01,Ejersa Lafo,1,
2022-06-01,El-Ogaden,3,
2022-06-01,Elale,3,
2022-06-01,Elidar,3,
2022-06-01,Elkare /Serer,4,
2022-06-01,Elwaya,4,
2022-06-01,Elwayne,3,
2022-06-01,Emba Alaje,4,
2022-06-01,Emba Sieneti,4,
2022-06-01,Emdebir town,1,
2022-06-01,Enarj Enawga,2,
2022-06-01,Endabaguna town,4,
2022-06-01,Endafelasi,4,
2022-06-01,Endamehoni,4,
2022-06-01,Enderta,4,
2022-06-01,Endiguagn,2,
2022-06-01,Enebse Sarmder,2,
2022-06-01,Enemay,1,
2022-06-01,Enemor Ener,1,
2022-06-01,Enor Ener,2,
2022-06-01,Ensaro,1,
2022-06-01,Enticho town,4,
2022-06-01,Erebti,4,
2022-06-01,Erer (HR),3,
2022-06-01,Erer (SM),3,
2022-06-01,Erob,4,
2022-06-01,Euwa,4,
2022-06-01,Ezha,1,
2022-06-01,Ezo /Kogota,1,
2022-06-01,Fagta Lakoma,1,
2022-06-01,Farta,1,
2022-06-01,Fedis,3,
2022-06-01,Fentale,3,
2022-06-01,Ferfer,4,
2022-06-01,Fiche town,1,
2022-06-01,Fik,3,
2022-06-01,Filtu,4,
2022-06-01,Finote Selam town,1,
2022-06-01,Fogera,1,
2022-06-01,Freweyni town,4,
2022-06-01,Gablalu,3,
2022-06-01,Gachit,1,
2022-06-01,Gacho Baba,1,
2022-06-01,Gaji,1,
2022-06-01,Galadi,4,
2022-06-01,Galhamur,4,
2022-06-01,Gambela National Park,1,
2022-06-01,Gambela Zuria,1,
2022-06-01,Gambela town,1,
2022-06-01,Ganta Afeshum,4,
2022-06-01,Garbo,3,
2022-06-01,Garda Marta,2,
2022-06-01,Gasera,2,
2022-06-01,Gashamo,3,
2022-06-01,Gawo Kebe,1,
2022-06-01,Gaz Gibla,3,
2022-06-01,Gazo,3,
2022-06-01,Gechi,1,
2022-06-01,Gedeb,3,
2022-06-01,Gedeb Asasa,1,
2022-06-01,Gedeb town,1,
2022-06-01,Gedebano Gutazer Welene,2,
2022-06-01,Gelalu,3,
2022-06-01,Gelana (Finfine),1,
2022-06-01,Gelana (West Guji),3,
2022-06-01,Gemechis,3,
2022-06-01,Gena,3,
2022-06-01,Gendawuha town,1,
2022-06-01,Gende Kore,1,
2022-06-01,Gera,1,
2022-06-01,Geraleta,4,
2022-06-01,Gerani,3,
2022-06-01,Gerar Jarso,2,
2022-06-01,Gerese,1,
2022-06-01,Gesha,1,
2022-06-01,Gesuba town,1,
2022-06-01,Geta,2,
2022-06-01,Gewane,3,
2022-06-01,Gewata,1,
2022-06-01,Gezei Gofa,2,
2022-06-01,Gibe,1,
2022-06-01,Gida Ayana,1,
2022-06-01,Gidami,1,
2022-06-01,Gidan,3,
2022-06-01,Gidi Bench,1,
2022-06-01,Gimbi,1,
2022-06-01,Gimbi town,1,
2022-06-01,Gimbichu,1,
2022-06-01,Gimbichu town,1,
2022-06-01,Gimbo,1,
2022-06-01,Ginde Beret,1,
2022-06-01,Ginir,3,
2022-06-01,Ginir town,1,
2022-06-01,Girawa,3,
2022-06-01,Girja /Harenfema,3,
2022-06-01,Gishe Rabel,3,
2022-06-01,Goba (OR),1,
2022-06-01,Goba (SP),1,
2022-06-01,Goba Koricha,3,
2022-06-01,Goba town,1,
2022-06-01,Gobu Seyo,1,
2022-06-01,God-God,4,
2022-06-01,Gode,3,
2022-06-01,Godere,1,
2022-06-01,Godey town,1,
2022-06-01,Gog,1,
2022-06-01,Goglo,3,
2022-06-01,Goljano,3,
2022-06-01,Golo Oda,3,
2022-06-01,Golocha,2,
2022-06-01,Gololcha Bale,3,
2022-06-01,Goma,1,
2022-06-01,Gombora,2,
2022-06-01,Gomole,4,
2022-06-01,Goncha Siso Enebse,2,
2022-06-01,Gonder Zuria,1,
2022-06-01,Gonder town,1,
2022-06-01,Gonje,1,
2022-06-01,Gora Dola,4,
2022-06-01,Gorche,1,
2022-06-01,Gori Gesha,1,
2022-06-01,Goro (Bale),2,
2022-06-01,Goro (SW Shewa),1,
2022-06-01,Goro Baqaqsa,4,
2022-06-01,Goro Gutu,3,
2022-06-01,Goro Muti,3,
2022-06-01,Gota-Biki,3,
2022-06-01,Guagusa Shikudad,1,
2022-06-01,Guangua,1,
2022-06-01,Guba,1,
2022-06-01,Guba Lafto,3,
2022-06-01,Guchi,4,
2022-06-01,Gudetu Kondole,1,
2022-06-01,Guduru,1,
2022-06-01,Gulele,1,
2022-06-01,Gulina,4,
2022-06-01,Guliso,1,
2022-06-01,Gulo Mekeda,4,
2022-06-01,Gumay,1,
2022-06-01,Gumbi Bordede,3,
2022-06-01,Gumer,1,
2022-06-01,Gumi Idalo,4,
2022-06-01,Guna,2,
2022-06-01,Guna Begemider,1,
2022-06-01,Gunagado,3,
2022-06-01,Gununo Hamus town,1,
2022-06-01,Gura Damole,4,
2022-06-01,Guradamole,4,
2022-06-01,Gurafereda,1,
2022-06-01,Gursum (OR),3,
2022-06-01,Gursum (SM),3,
2022-06-01,Guto Gida,1,
2022-06-01,Guzamn,1,
2022-06-01,Habro,3,
2022-06-01,Habru,3,
2022-06-01,Hadelela,3,
2022-06-01,Hadero Tunto,3,
2022-06-01,Hadero town,1,
2022-06-01,Hadhagala,3,
2022-06-01,Hafat Issa,1,
2022-06-01,Hagere Mariam,2,
2022-06-01,Hagere Selam town,4,
2022-06-01,Hahayle,4,
2022-06-01,Hakim,1,
2022-06-01,Halu /Huka,1,
2022-06-01,Hambela Wamena,3,
2022-06-01,Hamer,4,
2022-06-01,Hamero,3,
2022-06-01,Hanruka,3,
2022-06-01,Hararey,3,
2022-06-01,Harawo,3,
2022-06-01,Harena Buluk,3,
2022-06-01,Hargele,4,
2022-06-01,Haro Limu,2,
2022-06-01,Haro Maya,3,
2022-06-01,Haro Walabu,3,
2022-06-01,Haromaya town,1,
2022-06-01,Haroreys,3,
2022-06-01,Harshin,3,
2022-06-01,Haru,1,
2022-06-01,Hawa Galan,2,
2022-06-01,Hawasa town,1,
2022-06-01,Hawassa Zuria,2,
2022-06-01,Hawela,1,
2022-06-01,Hawi Gudina,3,
2022-06-01,Hawzen,4,
2022-06-01,Hawzen town,4,
2022-06-01,Heban Arsi,1,
2022-06-01,Hidabu Abote,2,
2022-06-01,Higloley,4,
2022-06-01,Hike town,3,
2022-06-01,Hintalo,4,
2022-06-01,Hitosa,1,
2022-06-01,Hobicha Abaya,2,
2022-06-01,Hokko,3,
2022-06-01,Holeta town,1,
2022-06-01,Homa,1,
2022-06-01,Homosha,1,
2022-06-01,Horo,1,
2022-06-01,Horo Buluk,1,
2022-06-01,Horshagah,3,
2022-06-01,Hosaena town,1,
2022-06-01,Hudet,4,
2022-06-01,Hulbareg,3,
2022-06-01,Hulet Ej Enese,1,
2022-06-01,Hulla,1,
2022-06-01,Humbo,2,
2022-06-01,Hurumu,1,
2022-06-01,Ibantu,1,
2022-06-01,Ifata,1,
2022-06-01,Illu Galan,1,
2022-06-01,Ilu,1,
2022-06-01,Injibara town,1,
2022-06-01,Inkolo Wabe,1,
2022-06-01,Isara,2,
2022-06-01,Itang,1,
2022-06-01,Jabi Tehnan,1,
2022-06-01,Jajura town,1,
2022-06-01,Jama,2,
2022-06-01,Janamora,3,
2022-06-01,Jarso (East Hararghe),3,
2022-06-01,Jarso (West Wellega),1,
2022-06-01,Jarte Jardega,1,
2022-06-01,Jawi,1,
2022-06-01,Jeju,3,
2022-06-01,Jeldessa,3,
2022-06-01,Jeldu,1,
2022-06-01,Jibat,1,
2022-06-01,Jida,2,
2022-06-01,Jigjiga town,1,
2022-06-01,Jikawo,1,
2022-06-01,Jilye Tumuga,3,
2022-06-01,Jimma Arjo,1,
2022-06-01,Jimma Genete,1,
2022-06-01,Jimma Horo,1,
2022-06-01,Jimma Rare,1,
2022-06-01,Jimma town,1,
2022-06-01,Jinela,1,
2022-06-01,Jinka town,1,
2022-06-01,Jore,1,
2022-06-01,Kacha Bira,2,
2022-06-01,Kache,2,
2022-06-01,Kafta Humera,3,
2022-06-01,Kalu,3,
2022-06-01,Kamashi,1,
2022-06-01,Karat Zuria,3,
2022-06-01,Karat town,1,
2022-06-01,Kawo Koisha,2,
2022-06-01,Kazira,1,
2022-06-01,Kebena,2,
2022-06-01,Kebribayah town,1,
2022-06-01,Kebribeyah,3,
2022-06-01,Kebridehar,3,
2022-06-01,Kebridehar town,1,
2022-06-01,Kediada Gambela,2,
2022-06-01,Kelafo,4,
2022-06-01,Kelela,2,
2022-06-01,Kelete Awelallo,4,
2022-06-01,Kemba,2,
2022-06-01,Kemba town,1,
2022-06-01,Kemisie town,3,
2022-06-01,Kena,3,
2022-06-01,Kercha,3,
2022-06-01,Kersa (East Hararge),3,
2022-06-01,Kersa (Jimma),1,
2022-06-01,Kersana Malima,1,
2022-06-01,Kewet,3,
2022-06-01,Keyhe tekli,4,
2022-06-01,Kibet town,1,
2022-06-01,Kiltu Kara,1,
2022-06-01,Kimbibit,2,
2022-06-01,Kindo Daddaye,3,
2022-06-01,Kindo Koyesha,2,
2022-06-01,Kinfaz,1,
2022-06-01,Kiremu,2,
2022-06-01,Kirkos,1,
2022-06-01,Kobo town,3,
2022-06-01,Kochere,2,
2022-06-01,Kofele,1,
2022-06-01,Kohle /Qoxle,4,
2022-06-01,Kokosa,1,
2022-06-01,Kola Temben,4,
2022-06-01,Kolfe - Keran,1,
2022-06-01,Kombolcha,3,
2022-06-01,Kombolcha town,3,
2022-06-01,Konta,1,
2022-06-01,Koran /Mulla,3,
2022-06-01,Korarit,3,
2022-06-01,Kore,1,
2022-06-01,Korem town,4,
2022-06-01,Kori,3,
2022-06-01,Kucha,2,
2022-06-01,Kucha Alpha,2,
2022-06-01,Kulito town,1,
2022-06-01,Kumbi,3,
2022-06-01,Kuni /Oda Bultum,3,
2022-06-01,Kunneba,4,
2022-06-01,Kurfa Chele,3,
2022-06-01,Kurmuk,1,
2022-06-01,Kutaber,3,
2022-06-01,Kuyu,2,
2022-06-01,Laelay Adiabo,4,
2022-06-01,Laelay Maychew,4,
2022-06-01,Lagahida,3,
2022-06-01,Lalibela town,3,
2022-06-01,Lalo Asabi,1,
2022-06-01,Lalo Kile,1,
2022-06-01,Lanfero,3,
2022-06-01,Lare,1,
2022-06-01,Lasdhankayre,3,
2022-06-01,Lasta,3,
2022-06-01,Lay Armacho,1,
2022-06-01,Lay Gayint,3,
2022-06-01,Legambo,3,
2022-06-01,Lege Hida,3,
2022-06-01,Lege Tafo-Lege Dadi town,1,
2022-06-01,Legehare,1,
2022-06-01,Legehida,2,
2022-06-01,Lehel-Yucub,3,
2022-06-01,Leka Dulecha,1,
2022-06-01,Leku town,1,
2022-06-01,Lemmo,1,
2022-06-01,Leta Sibu,1,
2022-06-01,Liban Jawi,1,
2022-06-01,Liben,4,
2022-06-01,Liben Chukala,3,
2022-06-01,Libokemekem,1,
2022-06-01,Lideta,1,
2022-06-01,Limu (OR),1,
2022-06-01,Limu Bilbilo,1,
2022-06-01,Limu Kosa,1,
2022-06-01,Limu Seka,1,
2022-06-01,Loka Abaya,2,
2022-06-01,Loma,3,
2022-06-01,Lome (OR),1,
2022-06-01,Lude Hitosa,1,
2022-06-01,Madira,1,
2022-06-01,Maichew town,4,
2022-06-01,Maji,2,
2022-06-01,Makuey,1,
2022-06-01,Malga,1,
2022-06-01,Malie,3,
2022-06-01,Malka Jabti /M.Jebdu),1,
2022-06-01,Mana Sibu,2,
2022-06-01,Mancho,1,
2022-06-01,Maokomo Special,1,
2022-06-01,Mareka,2,
2022-06-01,Mareko,3,
2022-06-01,Mari Mansa,2,
2022-06-01,Marsin,3,
2022-06-01,Masha,1,
2022-06-01,Masha town,1,
2022-06-01,May Gaba,3,
2022-06-01,May Kadra,3,
2022-06-01,May Tsebri town,4,
2022-06-01,Mecha,1,
2022-06-01,Meda Welabu,3,
2022-06-01,Megale,4,
2022-06-01,Mehal Sayint,2,
2022-06-01,Mehale Meda town,3,
2022-06-01,Mekan Eyesuse,1,
2022-06-01,Mekane Selame,2,
2022-06-01,Mekdela,3,
2022-06-01,Mekelle,3,
2022-06-01,Meket,3,
2022-06-01,Mekhoni town,4,
2022-06-01,Meko,1,
2022-06-01,Melekoza,1,
2022-06-01,Melka Balo,3,
2022-06-01,Melka Soda,3,
2022-06-01,Melo Gada,2,
2022-06-01,Mena (Bale),3,
2022-06-01,Mena (Jimma),1,
2022-06-01,Mena Meketewa,3,
2022-06-01,Mendi town,1,
2022-06-01,Menge,1,
2022-06-01,Mengesh,1,
2022-06-01,Menit Goldiye,1,
2022-06-01,Menit Shasha,1,
2022-06-01,Menze Gera Midir,3,
2022-06-01,Menze Keya Gabriel,3,
2022-06-01,Menze Lalo Midir,3,
2022-06-01,Menze Mama Midir,3,
2022-06-01,Merawi town,1,
2022-06-01,Merhabete,1,
2022-06-01,Mersa town,3,
2022-06-01,Merti,3,
2022-06-01,Mesela,3,
2022-06-01,Meskan,3,
2022-06-01,Meta,3,
2022-06-01,Meta Robi,1,
2022-06-01,Meta Walkite,1,
2022-06-01,Metehara town,1,
2022-06-01,Metema,1,
2022-06-01,Metema Yohanes town,1,
2022-06-01,Metu Zuria,1,
2022-06-01,Metu town,1,
2022-06-01,Meyu Muleke,3,
2022-06-01,Meyumuluka,3,
2022-06-01,Michakel,1,
2022-06-01,Mida Kegn,1,
2022-06-01,Mida Woremo,1,
2022-06-01,Midhaga Tola,3,
2022-06-01,Midre Genet,1,
2022-06-01,Mierab Azenet Berbere,3,
2022-06-01,Mieso,3,
2022-06-01,Miesso,3,
2022-06-01,Mile,3,
2022-06-01,Minjar Shenkora,2,
2022-06-01,Mirab Abaya,2,
2022-06-01,Mirab Armacho,1,
2022-06-01,Mirab Badowach,2,
2022-06-01,Mirab Soro,2,
2022-06-01,Misha,2,
2022-06-01,Misirak Silti,3,
2022-06-01,Misrak Azenet Berbere,3,
2022-06-01,Misrak Badawacho,2,
2022-06-01,Misrak Meskan,3,
2022-06-01,Mito,2,
2022-06-01,Miyo,4,
2022-06-01,Mizan Aman town,1,
2022-06-01,Mizyiga,1,
2022-06-01,Mojan Wedera,2,
2022-06-01,Mojo Town,1,
2022-06-01,Moretna Jiru,1,
2022-06-01,Mota Town,1,
2022-06-01,Moyale (OR),4,
2022-06-01,Moyale (SM),4,
2022-06-01,Mubarek,4,
2022-06-01,Muhur Na Aklil,2,
2022-06-01,Mulo,1,
2022-06-01,Munessa,1,
2022-06-01,Mustahil,4,
2022-06-01,Naeder,4,
2022-06-01,Nefas Mewicha town,1,
2022-06-01,Nefas Silk,1,
2022-06-01,Negele town,1,
2022-06-01,Nejo,2,
2022-06-01,Nejo town,1,
2022-06-01,Nekemte town,1,
2022-06-01,Nenesebo,1,
2022-06-01,Neqsege,4,
2022-06-01,Nole Kaba,1,
2022-06-01,Nono,1,
2022-06-01,Nono Benja,1,
2022-06-01,North Ari,3,
2022-06-01,Nunu Kumba,1,
2022-06-01,Nyngatom,3,
2022-06-01,O'yida,2,
2022-06-01,Odo Shakiso,3,
2022-06-01,Ofa,1,
2022-06-01,Ofla,4,
2022-06-01,Omo Beyam,1,
2022-06-01,Omo Nada,1,
2022-06-01,Pawe,1,
2022-06-01,Police Maret,1,
2022-06-01,Qada Duma,4,
2022-06-01,Quara,1,
2022-06-01,Quarit,1,
2022-06-01,Qubi,3,
2022-06-01,Rama,4,
2022-06-01,Rape,3,
2022-06-01,Raso,4,
2022-06-01,Raya Alamata,4,
2022-06-01,Raya Azebo,4,
2022-06-01,Raya Kobo,4,
2022-06-01,Rayitu,4,
2022-06-01,Robe,1,
2022-06-01,Robe Town,1,
2022-06-01,Saba Boru,4,
2022-06-01,Sabian,1,
2022-06-01,Saesie,4,
2022-06-01,Sagag,3,
2022-06-01,Saharti,4,
2022-06-01,Sahila,3,
2022-06-01,Salahad,3,
2022-06-01,Salamago,3,
2022-06-01,Sale Nono,1,
2022-06-01,Samera Logiya town,1,
2022-06-01,Samre,4,
2022-06-01,Samurobi,3,
2022-06-01,Sankura,3,
2022-06-01,Sasiga,2,
2022-06-01,Sawla town,1,
2022-06-01,Sayint,2,
2022-06-01,Saylem,1,
2022-06-01,Sayo,1,
2022-06-01,Sayo Nole,1,
2022-06-01,Sebeta Hawas,1,
2022-06-01,Sebeta town,1,
2022-06-01,Sedae,1,
2022-06-01,Sedal,1,
2022-06-01,Sede Muja,3,
2022-06-01,Seden Sodo,1,
2022-06-01,Sedi Chenka,1,
2022-06-01,Segen Zuria,3,
2022-06-01,Seka Chekorsa,1,
2022-06-01,Sekela,1,
2022-06-01,Sekoru,1,
2022-06-01,Sekota,3,
2022-06-01,Sekota town,3,
2022-06-01,Selamber town,1,
2022-06-01,Selekleka,4,
2022-06-01,Selewa,4,
2022-06-01,Semada,3,
2022-06-01,Semen Achefer,1,
2022-06-01,Semen Bench,1,
2022-06-01,Senan,1,
2022-06-01,Sendafa town,1,
2022-06-01,Seru,3,
2022-06-01,Setema,1,
2022-06-01,Setit Humera,3,
2022-06-01,Seweyna,4,
2022-06-01,Seyemti Adyabo,4,
2022-06-01,Shabeeley,3,
2022-06-01,Shafamo,1,
2022-06-01,Shakiso town,1,
2022-06-01,Shala,3,
2022-06-01,Shambu town,1,
2022-06-01,Shanan Kolu,3,
2022-06-01,Shashemene Zuria,3,
2022-06-01,Shashemene town,1,
2022-06-01,Shashogo,3,
2022-06-01,Shay Bench,1,
2022-06-01,Shaygosh,3,
2022-06-01,Shebe Dino,2,
2022-06-01,Shebe Sambo,1,
2022-06-01,Shebel Bernta,1,
2022-06-01,Sheko,1,
2022-06-01,Shenkor,1,
2022-06-01,Sheraro town,4,
2022-06-01,Sherkole,1,
2022-06-01,Shilabo,4,
2022-06-01,Shinile,3,
2022-06-01,Shinshincho town,1,
2022-06-01,Shire,4,
2022-06-01,Shirka,2,
2022-06-01,Shisho Ande,1,
2022-06-01,Shoa Robit,3,
2022-06-01,Shone Town,1,
2022-06-01,Sibu Sire,1,
2022-06-01,Sigmo,1,
2022-06-01,Silti,3,
2022-06-01,Sinana,2,
2022-06-01,Siraro,3,
2022-06-01,Siraro Badawacho,3,
2022-06-01,Sire,3,
2022-06-01,Siya Debirna Wayu,1,
2022-06-01,Size town,1,
2022-06-01,Sodo,1,
2022-06-01,Sodo Daci,1,
2022-06-01,Sodo Town,1,
2022-06-01,Sodo Zuria,2,
2022-06-01,Sofi,3,
2022-06-01,Soro,2,
2022-06-01,South Ari,3,
2022-06-01,Sude,3,
2022-06-01,Sululta,1,
2022-06-01,Sululta town,1,
2022-06-01,Surma,1,
2022-06-01,Suro Berguda,3,
2022-06-01,Tach Armacho,1,
2022-06-01,Tach Gayint,3,
2022-06-01,Tahtay Adiyabo,4,
2022-06-01,Tahtay Koraro,4,
2022-06-01,Tahtay Mayechew,4,
2022-06-01,Takusa,1,
2022-06-01,Tanqua Melashe,4,
2022-06-01,Tarema Ber,3,
2022-06-01,Tebela town,1,
2022-06-01,Telalek,3,
2022-06-01,Telemt,3,
2022-06-01,Teltale,4,
2022-06-01,Tembaro,2,
2022-06-01,Tena,1,
2022-06-01,Tenta,3,
2022-06-01,Tepi,1,
2022-06-01,Tercha Zuriya,3,
2022-06-01,Tercha town,1,
2022-06-01,Teru,4,
2022-06-01,Teticha,1,
2022-06-01,Thehulederie,3,
2022-06-01,Tikur Enchini,1,
2022-06-01,Tiro Afeta,1,
2022-06-01,Tiyo,2,
2022-06-01,Tocha,2,
2022-06-01,Toke Kutaye,1,
2022-06-01,Tole,1,
2022-06-01,Tora town,1,
2022-06-01,Tsaeda Emba,4,
2022-06-01,Tsagbeji,3,
2022-06-01,Tsegede (AM),1,
2022-06-01,Tsegede (TG),3,
2022-06-01,Tselemti,4,
2022-06-01,Tsimbla,4,
2022-06-01,Tuliguled,3,
2022-06-01,Tullo,1,
2022-06-01,Tulo (OR),3,
2022-06-01,Uba Debre Tsehay,3,
2022-06-01,Undulu,1,
2022-06-01,Uraga,3,
2022-06-01,Wacha,1,
2022-06-01,Wachile,4,
2022-06-01,Wadera,3,
2022-06-01,Wadla,3,
2022-06-01,Wahil,3,
2022-06-01,Wajale town,1,
2022-06-01,Wajirat,4,
2022-06-01,Waliso,1,
2022-06-01,Wama Hagalo,1,
2022-06-01,Wangey,3,
2022-06-01,Wantawo,1,
2022-06-01,Wara Jarso,1,
2022-06-01,Warder,4,
2022-06-01,Wayu Tuka,1,
2022-06-01,Wegde,2,
2022-06-01,Wegera,1,
2022-06-01,Welkait,3,
2022-06-01,Welkite town,1,
2022-06-01,Welmera,1,
2022-06-01,Wemberma,1,
2022-06-01,Wenago,3,
2022-06-01,Wenbera,1,
2022-06-01,Wenchi,1,
2022-06-01,Wera,2,
2022-06-01,Wera Djo,3,
2022-06-01,Were Ilu,2,
2022-06-01,Wereilu town,3,
2022-06-01,West Belesa,1,
2022-06-01,West Dembiya,1,
2022-06-01,West Esite,1,
2022-06-01,West Imi,4,
2022-06-01,Woldiya town,3,
2022-06-01,Woliso town,1,
2022-06-01,Wondo,1,
2022-06-01,Wondo-Genet,1,
2022-06-01,Wondo-Genet town,1,
2022-06-01,Wonosho,1,
2022-06-01,Worabe town,1,
2022-06-01,Worebabu,3,
2022-06-01,Woreta town,1,
2022-06-01,Wub Ari,1,
2022-06-01,Wuchale,1,
2022-06-01,Wukro town,4,
2022-06-01,Yabelo,4,
2022-06-01,Yabelo town,1,
2022-06-01,Yahob,3,
2022-06-01,Yalo,4,
2022-06-01,Yama Logi Welel,1,
2022-06-01,Yaya Gulele,1,
2022-06-01,Yayu,1,
2022-06-01,Yeka,1,
2022-06-01,Yeki,1,
2022-06-01,Yem SP Woreda,1,
2022-06-01,Yilmana Densa,1,
2022-06-01,Yirgachefe,2,
2022-06-01,Yirgachefe town,1,
2022-06-01,Yirgalem town,1,
2022-06-01,Yocale,3,
2022-06-01,Yubdo,1,
2022-06-01,Zabagazo,3,
2022-06-01,Zala,3,
2022-06-01,Zala Anbesa town,4,
2022-06-01,Zana,4,
2022-06-01,Zata,4,
2022-06-01,Zayi,1,
2022-06-01,Zequala,3,
2022-06-01,Zigem,1,
2022-06-01,Ziway Dugda,3,
2022-10-01,Aba-Korow,3,
2022-10-01,Abaala,3,
2022-10-01,Abaala town,4,
2022-10-01,Ababo,1,
2022-10-01,Abadir,1,
2022-10-01,Abay Chomen,1,
2022-10-01,Abaya,3,
2022-10-01,Abe Dongoro,1,
2022-10-01,Abela Abaya,2,
2022-10-01,Abergele (AM),3,
2022-10-01,Abergele (TG),4,
2022-10-01,Abeshege,2,
2022-10-01,Abi Adi town,4,
2022-10-01,Abichugna Gne'a,2,
2022-10-01,Abobo,1,
2022-10-01,Aboker,1,
2022-10-01,Abuna Ginde Beret,1,
2022-10-01,Ada'a,1,
2022-10-01,Adaba,1,
2022-10-01,Adadle,4,
2022-10-01,Adama,2,
2022-10-01,Adama Tulu Jido Kombolcha,2,
2022-10-01,Adama town,1,
2022-10-01,Adar,3,
2022-10-01,Adda Berga,1,
2022-10-01,Addi Arekay,3,
2022-10-01,Addis Ketema (AA),1,
2022-10-01,Addis Ketema (DD),1,
2022-10-01,Adet,4,
2022-10-01,Adete town,1,
2022-10-01,Adi Daero,4,
2022-10-01,Adi Hageray,4,
2022-10-01,Adigrat town,4,
2022-10-01,Adigudom,4,
2022-10-01,Adilo,3,
2022-10-01,Adisezemen town,1,
2022-10-01,Adiyio,1,
2022-10-01,Adola,2,
2022-10-01,Adola town,1,
2022-10-01,Adwa,4,
2022-10-01,Adwa town,4,
2022-10-01,Afambo,3,
2022-10-01,Afdem,2,
2022-10-01,Afdera,2,
2022-10-01,Aga Wayu,3,
2022-10-01,Agarfa,2,
2022-10-01,Agaro town,1,
2022-10-01,Agulae,4,
2022-10-01,Aheferom,4,
2022-10-01,Ahsea,4,
2022-10-01,Akaki,1,
2022-10-01,Akaki - Kalit,1,
2022-10-01,Akobo,1,
2022-10-01,Alamata town,4,
2022-10-01,Albuko,3,
2022-10-01,Ale,1,
2022-10-01,Aleltu,1,
2022-10-01,Aleme Ketma,1,
2022-10-01,Aleta Chuko,2,
2022-10-01,Aleta Wendo,2,
2022-10-01,Aleta Wondo town,1,
2022-10-01,Alfa,1,
2022-10-01,Alge Sachi,1,
2022-10-01,Alicho Woriro,1,
2022-10-01,Alle Special,3,
2022-10-01,Amaro,3,
2022-10-01,Ambasel,3,
2022-10-01,Ambo Zuria,1,
2022-10-01,Ambo town,1,
2022-10-01,Ameka,1,
2022-10-01,Ameya,1,
2022-10-01,Amibara,2,
2022-10-01,Amigna,2,
2022-10-01,Amir Nur,1,
2022-10-01,Amuru,1,
2022-10-01,Ana Sora,2,
2022-10-01,Analemmo,1,
2022-10-01,Anchar,3,
2022-10-01,Anderacha,1,
2022-10-01,Aneded,1,
2022-10-01,Anfilo,2,
2022-10-01,Angacha,2,
2022-10-01,Angolelana Tera,2,
2022-10-01,Angot,2,
2022-10-01,Ankasha,1,
2022-10-01,Ankober,2,
2022-10-01,Antsokiya,3,
2022-10-01,Arada,1,
2022-10-01,Ararso,3,
2022-10-01,Arba Minch Zuria,1,
2022-10-01,Arba Minch town,1,
2022-10-01,Arbegona,2,
2022-10-01,Areka town,1,
2022-10-01,Arero,4,
2022-10-01,Argoba,3,
2022-10-01,Arguba,2,
2022-10-01,Aroresa,2,
2022-10-01,Arsi Negele,2,
2022-10-01,Arsi Negele town,1,
2022-10-01,Artuma Fursi,3,
2022-10-01,Asayita,3,
2022-10-01,Asayita town,1,
2022-10-01,Aseko,2,
2022-10-01,Asela town,1,
2022-10-01,Aseliso,3,
2022-10-01,Asgede,4,
2022-10-01,Assagirt,2,
2022-10-01,Assosa,1,
2022-10-01,Ataye town,1,
2022-10-01,Atote Ulo,3,
2022-10-01,Atsbi,4,
2022-10-01,Atsbi town,4,
2022-10-01,Aw-Bare,2,
2022-10-01,Awabel,1,
2022-10-01,Aware,3,
2022-10-01,Awash,2,
2022-10-01,Awash town,1,
2022-10-01,Aweday town,1,
2022-10-01,Awra (AF),3,
2022-10-01,Awra (TG),4,
2022-10-01,Axum town,4,
2022-10-01,Ayehu Guwagusa,1,
2022-10-01,Ayira,1,
2022-10-01,Ayisha,2,
2022-10-01,Aykel town,1,
2022-10-01,Ayun,3,
2022-10-01,Babile (OR),2,
2022-10-01,Babile (SM),2,
2022-10-01,Babile town,1,
2022-10-01,Babo,1,
2022-10-01,Badele Zuria,1,
2022-10-01,Bahir Dar town,1,
2022-10-01,Bahirdar Zuria,1,
2022-10-01,Bako Tibe,1,
2022-10-01,Bambasi,1,
2022-10-01,Banja,1,
2022-10-01,Barey,4,
2022-10-01,Basketo SP Woreda,1,
2022-10-01,Baso Liben,1,
2022-10-01,Basona Worena,2,
2022-10-01,Bati,3,
2022-10-01,Bati Town,1,
2022-10-01,Bayera Koisha,2,
2022-10-01,Bechena Town,1,
2022-10-01,Becho (Ilu Aba Bora),1,
2022-10-01,Becho (SW Shewa),1,
2022-10-01,Bedele town,1,
2022-10-01,Bedeno,3,
2022-10-01,Bedesa,3,
2022-10-01,Begi,1,
2022-10-01,Bekoji town,1,
2022-10-01,Bele Gesgar,1,
2022-10-01,Bena Tsemay,3,
2022-10-01,Bensa,2,
2022-10-01,Berahile,3,
2022-10-01,Berbere,3,
2022-10-01,Bereh,1,
2022-10-01,Berehet,2,
2022-10-01,Bero,1,
2022-10-01,Berocano,3,
