date,admin2,ipc_phase,population_affected
2011-04-01,Ab Ala,3,
2011-04-01,Ababo,1,
2011-04-01,Abay Chomen,1,
2011-04-01,Abaya,2,
2011-04-01,Abe Dongoro,1,
2011-04-01,Abergele,3,
2011-04-01,Abeshege,1,
2011-04-01,Abichuna Gne'a,2,
2011-04-01,Abobo,2,
2011-04-01,Abuna G/Beret,2,
2011-04-01,Ada'a,1,
2011-04-01,Adaba,2,
2011-04-01,Adadle,4,
2011-04-01,Adama,2,
2011-04-01,Adami Tulu Jido Kombolcha,2,
2011-04-01,Adda Berga,2,
2011-04-01,Addi Arekay,2,
2011-04-01,Adola,2,
2011-04-01,Adwa,2,
2011-04-01,Afambo,3,
2011-04-01,Afdem,3,
2011-04-01,Afder,3,
2011-04-01,Afdera,3,
2011-04-01,Afele Kola (Dima),1,
2011-04-01,Agalometi,1,
2011-04-01,Agarfa,2,
2011-04-01,Ahferom,2,
2011-04-01,Akaki,1,
2011-04-01,Akobo,3,
2011-04-01,Alaba SP Woreda,2,
2011-04-01,Alaje,2,
2011-04-01,Alamata,2,
2011-04-01,Albuko,3,
2011-04-01,Ale,1,
2011-04-01,Aleltu,2,
2011-04-01,Alem Gena,1,
2011-04-01,Aleta Wendo,2,
2011-04-01,Alfa,1,
2011-04-01,Alge Sachi,1,
2011-04-01,Alicho Woriro,2,
2011-04-01,Amaro SP Woreda,3,
2011-04-01,Ambasel,3,
2011-04-01,Ambo Zuria,2,
2011-04-01,Ameya,1,
2011-04-01,Amibara,3,
2011-04-01,Amigna,2,
2011-04-01,Amuru,1,
2011-04-01,Analemmo,3,
2011-04-01,Anchar,2,
2011-04-01,Anderacha,1,
2011-04-01,Aneded,1,
2011-04-01,Anfilo,1,
2011-04-01,Angolelana Tera,2,
2011-04-01,Anigacha,3,
2011-04-01,Ankasha,1,
2011-04-01,Ankober,2,
2011-04-01,Antsokiya,2,
2011-04-01,Arba Minch Zuria,3,
2011-04-01,Arbe Gonna,2,
2011-04-01,Arero,3,
2011-04-01,Argoba,2,
2011-04-01,Argoba Special,3,
2011-04-01,Aroresa,2,
2011-04-01,Arsi Negele,3,
2011-04-01,Artuma,3,
2011-04-01,Artuma Fursi,2,
2011-04-01,Aseko,2,
2011-04-01,Asgede Tsimbila,2,
2011-04-01,Assagirt,2,
2011-04-01,Assosa,2,
2011-04-01,Atsbi Wenberta,2,
2011-04-01,Awabel,1,
2011-04-01,Aware,4,
2011-04-01,Awasa Town,2,
2011-04-01,Awash Fentale,3,
2011-04-01,Awassa Zuria,2,
2011-04-01,Awra,3,
2011-04-01,Ayida,3,
2011-04-01,Ayira Guliso,1,
2011-04-01,Ayisha,3,
2011-04-01,Aysaita,3,
2011-04-01,Babile,3,
2011-04-01,Babo,1,
2011-04-01,Badele Zuria,1,
2011-04-01,Bahirdar Zuria,1,
2011-04-01,Bako Tibe,2,
2011-04-01,Bambasi,2,
2011-04-01,Banja,1,
2011-04-01,Bare,3,
2011-04-01,Basketo SP Woreda,1,
2011-04-01,Baso Liben,1,
2011-04-01,Basona Worena,2,
2011-04-01,Bati,2,
2011-04-01,Becho,1,
2011-04-01,Bedeno,2,
2011-04-01,Begi,1,
2011-04-01,Bele Gesgar,2,
2011-04-01,Bena Tsemay,3,
2011-04-01,Bensa,2,
2011-04-01,Berahle,3,
2011-04-01,Berbere,3,
2011-04-01,Bereh,1,
2011-04-01,Berehet,2,
2011-04-01,Bero,1,
2011-04-01,Beyeda,2,
2011-04-01,Bibugn,1,
2011-04-01,Bila Seyo,1,
2011-04-01,Bilidigilu,1,
2011-04-01,Bilo Nopha,1,
2011-04-01,Bio Jiganifado,1,
2011-04-01,Bita (Big),1,
2011-04-01,Boh,4,
2011-04-01,Boji Chekorsa,1,
2011-04-01,Boji Dirmeji,1,
2011-04-01,Boke,3,
2011-04-01,Boloso Bombe,3,
2011-04-01,Boloso sore,3,
2011-04-01,Bona Zuria,2,
2011-04-01,Boneya Boshe,1,
2011-04-01,Bonke,2,
2011-04-01,Bora,2,
2011-04-01,Bore,1,
2011-04-01,Borecha,1,
2011-04-01,Boreda,3,
2011-04-01,Boricha,3,
2011-04-01,Boset,2,
2011-04-01,Bugna,3,
2011-04-01,Bule,3,
2011-04-01,Bule Hora,2,
2011-04-01,Bulen,1,
2011-04-01,Bure,1,
2011-04-01,Bure Mudaytu,3,
2011-04-01,Burji SP Woreda,3,
2011-04-01,Bursa,2,
2011-04-01,Chefa Gula,2,
2011-04-01,Cheha,2,
2011-04-01,Cheliya,2,
2011-04-01,Chena,1,
2011-04-01,Chencha,2,
2011-04-01,Chereti/Weyib,3,
2011-04-01,Cheta,1,
2011-04-01,Chifra,3,
2011-04-01,Chilga,1,
2011-04-01,Chinaksen,3,
2011-04-01,Chire,2,
2011-04-01,Chiro Zuria,2,
2011-04-01,Chole,2,
2011-04-01,Chora,1,
2011-04-01,Chuko,3,
2011-04-01,Chwaka,1,
2011-04-01,Dabat,2,
2011-04-01,Dabo Hana,1,
2011-04-01,Dale,2,
2011-04-01,Dale Sadi,1,
2011-04-01,Dale Wabera,1,
2011-04-01,Dalocha,2,
2011-04-01,Dalul,3,
2011-04-01,Damot Gale,3,
2011-04-01,Damot Pulasa,3,
2011-04-01,Damot Sore,3,
2011-04-01,Damot Weydie,3,
2011-04-01,Dangila,1,
2011-04-01,Dangura,1,
2011-04-01,Daniboya,3,
2011-04-01,Dano,1,
2011-04-01,Danot,4,
2011-04-01,Dara,3,
2011-04-01,Daramalo,3,
2011-04-01,Darimu,1,
2011-04-01,Daro Lebu,2,
2011-04-01,Dasenech (Kuraz),3,
2011-04-01,Dawe Kachen,3,
2011-04-01,Dawo,1,
2011-04-01,Dawunt,2,
2011-04-01,Debark,2,
2011-04-01,Debay Telatgen,1,
2011-04-01,Debeweyin,4,
2011-04-01,Debre Elias,1,
2011-04-01,Debre Libanos,2,
2011-04-01,Debresina,2,
2011-04-01,Debub Achefer,1,
2011-04-01,Debub Bench,1,
2011-04-01,Decha,1,
2011-04-01,Deder,2,
2011-04-01,Dedesa,1,
2011-04-01,Dedo,1,
2011-04-01,Dega,1,
2011-04-01,Dega Damot,1,
2011-04-01,Degehabur,4,
2011-04-01,Degehamedo,4,
2011-04-01,Degeluna Tijo,2,
2011-04-01,Degem,2,
2011-04-01,Degua Temben,2,
2011-04-01,Dehana,3,
2011-04-01,Dehas,3,
2011-04-01,Dejen,1,
2011-04-01,Delanta,2,
2011-04-01,Dembecha,1,
2011-04-01,Dembel,3,
2011-04-01,Dembia,1,
2011-04-01,Denan,4,
2011-04-01,Dendi,1,
2011-04-01,Denibu Gofa,3,
2011-04-01,Dera,2,
2011-04-01,Dera,1,
2011-04-01,Derashe SP Woreda,3,
2011-04-01,Dessie Zuria,3,
2011-04-01,Dewa Harewa,2,
2011-04-01,Dewe,3,
2011-04-01,Dibat,1,
2011-04-01,Didu,1,
2011-04-01,Diga,1,
2011-04-01,Diguna Fango,3,
2011-04-01,Dihun,4,
2011-04-01,Diksis,2,
2011-04-01,Dila Zuria,3,
2011-04-01,Dillo,3,
2011-04-01,Dima,1,
2011-04-01,Dinsho,2,
2011-04-01,Dire,3,
2011-04-01,Dire Dawa,2,
2011-04-01,Dita,2,
2011-04-01,Doba,2,
2011-04-01,Dodola,2,
2011-04-01,Dodota,2,
2011-04-01,Dolo Odo,3,
2011-04-01,Dolobay,3,
2011-04-01,Dorani,1,
2011-04-01,Doya Gena,3,
2011-04-01,Dubti,3,
2011-04-01,Dugda,2,
2011-04-01,Dugda Dawa,3,
2011-04-01,Dulecha,3,
2011-04-01,Dune,3,
2011-04-01,East Belesa,3,
2011-04-01,East Esite,2,
2011-04-01,East Imi,4,
2011-04-01,Ebenat,3,
2011-04-01,Eferatana Gidem,2,
2011-04-01,Ejere (Addis Alem),1,
2011-04-01,Ela (Konta) SP Woreda,1,
2011-04-01,Elidar,3,
2011-04-01,Enarj Enawga,1,
2011-04-01,Enbise Sar Midir,1,
2011-04-01,Endamehoni,2,
2011-04-01,Enderta,2,
2011-04-01,Endiguagn,2,
2011-04-01,Enemay,1,
2011-04-01,Enemorina Eaner,2,
2011-04-01,Ensaro,2,
2011-04-01,Erebti,3,
2011-04-01,Erer,3,
2011-04-01,Erob,3,
2011-04-01,Esira,2,
2011-04-01,Ewa,3,
2011-04-01,Ezha,1,
2011-04-01,Fagta Lakoma,1,
2011-04-01,Farta,2,
2011-04-01,Fedis,3,
2011-04-01,Fentale,2,
2011-04-01,Ferfer,4,
2011-04-01,Fik,4,
2011-04-01,Filtu,3,
2011-04-01,Fogera,1,
2011-04-01,Fursi,3,
2011-04-01,Gaji,1,
2011-04-01,Gambela Zuria,2,
2011-04-01,Gambella Wild Life Reserve,2,
2011-04-01,Ganta Afeshum,2,
2011-04-01,Gasera,2,
2011-04-01,Gawo Kebe,1,
2011-04-01,Gaz Gibla,3,
2011-04-01,Gechi,1,
2011-04-01,Gedeb Asasa,2,
2011-04-01,Geladin,4,
2011-04-01,Gelana,2,
2011-04-01,Gelila (Semen Ari),2,
2011-04-01,Gembora,3,
2011-04-01,Gemechis,2,
2011-04-01,Gena Bosa,2,
2011-04-01,Gera,1,
2011-04-01,Gerar Jarso,2,
2011-04-01,Gerbo,4,
2011-04-01,Gesha (Deka),1,
2011-04-01,Geta,2,
2011-04-01,Getawa,1,
2011-04-01,Gewane,3,
2011-04-01,Geze Gofa,2,
2011-04-01,Gibe,3,
2011-04-01,Gida Kiremu,1,
2011-04-01,Gidami,1,
2011-04-01,Gidan,3,
2011-04-01,Gimbi,1,
2011-04-01,Gimbichu,1,
2011-04-01,Gimbo,1,
2011-04-01,Ginde Beret,2,
2011-04-01,Ginir,3,
2011-04-01,Girawa,3,
2011-04-01,Girja (Harenfema),2,
2011-04-01,Gishe Rabel,3,
2011-04-01,Gnangatom,3,
2011-04-01,Goba,2,
2011-04-01,Goba Koricha,2,
2011-04-01,Gobu Seyo,1,
2011-04-01,Gode,4,
2011-04-01,Godere,2,
2011-04-01,Goge,2,
2011-04-01,Golo Oda,3,
2011-04-01,Gololcha Arsi,2,
2011-04-01,Gololcha Bale,2,
2011-04-01,Goma,1,
2011-04-01,Goncha Siso Enese,1,
2011-04-01,Gonder Zuria,1,
2011-04-01,Gonje,1,
2011-04-01,Gorche,2,
2011-04-01,Goro,2,
2011-04-01,Goro,1,
2011-04-01,Goro Baqaqsa,3,
2011-04-01,Goro Gutu,2,
2011-04-01,Guagusa Shikudad,1,
2011-04-01,Guangua,1,
2011-04-01,Guba,1,
2011-04-01,Guba Lafto,2,
2011-04-01,Gudetu Kondole,1,
2011-04-01,Guduru,1,
2011-04-01,Gulina,3,
2011-04-01,Gulomekeda,2,
2011-04-01,Gumay,1,
2011-04-01,Gumer,2,
2011-04-01,Guna,2,
2011-04-01,Gunagado,4,
2011-04-01,Gura Damole,3,
2011-04-01,Guradamole,3,
2011-04-01,Gurafereda,1,
2011-04-01,Gursum,3,
2011-04-01,Guto Gida,1,
2011-04-01,Guzamn,1,
2011-04-01,Habro,2,
2011-04-01,Habru,2,
2011-04-01,Hadero Tubito,3,
2011-04-01,Hagere Mariam,1,
2011-04-01,Halu (Huka),1,
2011-04-01,Hambela Wamena,1,
2011-04-01,Hamer,3,
2011-04-01,Hamero,4,
2011-04-01,Harena Buluk,3,
2011-04-01,Hareshen,3,
2011-04-01,Haro Limu,1,
2011-04-01,Haro Maya,2,
2011-04-01,Haru,1,
2011-04-01,Hawa Galan,1,
2011-04-01,Hawi Gudina,3,
2011-04-01,Hawzen,2,
2011-04-01,Hidabu Abote,2,
2011-04-01,Hintalo Wejirat,2,
2011-04-01,Hitosa,2,
2011-04-01,Homosha,1,
2011-04-01,Horo,1,
2011-04-01,Hudet,3,
2011-04-01,Hulet Ej Enese,1,
2011-04-01,Hulla,2,
2011-04-01,Humbo,3,
2011-04-01,Hurumu,1,
2011-04-01,Ibantu,1,
2011-04-01,Ifata,2,
2011-04-01,Ilu,1,
2011-04-01,Inkolo Wabe,2,
2011-04-01,Itang,2,
2011-04-01,Jabi Tehnan,1,
2011-04-01,Jama,2,
2011-04-01,Janamora,2,
2011-04-01,Jarso,3,
2011-04-01,Jarso,1,
2011-04-01,Jarte Jardega,1,
2011-04-01,Jawi,1,
2011-04-01,Jeju,2,
2011-04-01,Jeldu,2,
2011-04-01,Jibat,1,
2011-04-01,Jida,2,
2011-04-01,Jijiga,3,
2011-04-01,Jikawo,3,
2011-04-01,Jille Timuga,2,
2011-04-01,Jimma Arjo,1,
2011-04-01,Jimma Genete,1,
2011-04-01,Jimma Horo,1,
2011-04-01,Jimma Rare,1,
2011-04-01,Jore,2,
2011-04-01,Kacha Bira,3,
2011-04-01,Kafta Humera,1,
2011-04-01,Kalu,2,
2011-04-01,Kamashi,1,
2011-04-01,Kebena,2,
2011-04-01,Kebribeyah,3,
2011-04-01,Kebridehar,4,
2011-04-01,Kediada Gambela,3,
2011-04-01,Kelafo,4,
2011-04-01,Kelela,2,
2011-04-01,Kelete Awelallo,2,
2011-04-01,Kemba,3,
2011-04-01,Kembibit,2,
2011-04-01,Kercha,1,
2011-04-01,Kersa,2,
2011-04-01,Kersa,1,
2011-04-01,Kersana Malima,1,
2011-04-01,Kewet,2,
2011-04-01,Kiltu Kara,1,
2011-04-01,Kindo Dida,3,
2011-04-01,Kindo Koysha,3,
2011-04-01,Kobo,2,
2011-04-01,Kochere,3,
2011-04-01,Kochere Gedeb,3,
2011-04-01,Kofele,2,
2011-04-01,Kokir Gedbano,1,
2011-04-01,Kokosa,2,
2011-04-01,Kola Temben,2,
2011-04-01,Kombolcha,3,
2011-04-01,Kondaltiti,1,
2011-04-01,Koneba,3,
2011-04-01,Konso SP Woreda,3,
2011-04-01,Kore,2,
2011-04-01,Kucha,3,
2011-04-01,Kuni,3,
2011-04-01,Kurfa Chele,3,
2011-04-01,Kurmuk,2,
2011-04-01,Kutaber,2,
2011-04-01,Kuyu,2,
2011-04-01,Laelay Adiyabo,2,
2011-04-01,Laelay Maychew,2,
2011-04-01,Lagahida,4,
2011-04-01,Lalo Asabi,1,
2011-04-01,Lalo Kile,1,
2011-04-01,Lanfero,2,
2011-04-01,Lare,2,
2011-04-01,Lasta (Ayna),2,
2011-04-01,Lay Armacho,1,
2011-04-01,Lay Gayint,2,
2011-04-01,Legambo,3,
2011-04-01,Lege Hida,3,
2011-04-01,Legehida,2,
2011-04-01,Leka Dulecha,1,
2011-04-01,Liben,3,
2011-04-01,Liben Chukala,1,
2011-04-01,Libo Kemkem,1,
2011-04-01,Limu,1,
2011-04-01,Limu,3,
2011-04-01,Limu Bilbilo,2,
2011-04-01,Limu Kosa,1,
2011-04-01,Limu Seka,1,
2011-04-01,Loka-Abaya,3,
2011-04-01,Loma Bosa,2,
2011-04-01,Lome,1,
2011-04-01,Lude Hitosa,2,
2011-04-01,Maji,1,
2011-04-01,Male,2,
2011-04-01,Malga,2,
2011-04-01,Malka Balo,2,
2011-04-01,Mana Sibu,1,
2011-04-01,Mandura,1,
2011-04-01,Maokomo Special,2,
2011-04-01,Mareka,2,
2011-04-01,Mareko,2,
2011-04-01,Masha,1,
2011-04-01,Mecha,1,
2011-04-01,Meda Welabu,3,
2011-04-01,Medebay Zana,2,
2011-04-01,Megale,3,
2011-04-01,Mehal Sayint,2,
2011-04-01,Mekdela,2,
2011-04-01,Meket,2,
2011-04-01,Meko,1,
2011-04-01,Melekoza,1,
2011-04-01,Melka Soda,2,
2011-04-01,Mena,3,
2011-04-01,Mena,1,
2011-04-01,Menge,1,
2011-04-01,Mengesh,2,
2011-04-01,Menit Goldiye,1,
2011-04-01,Menit Shasha,1,
2011-04-01,Menjiwo,1,
2011-04-01,Menz Gera Midir,3,
2011-04-01,Menz Keya Gabriel,2,
2011-04-01,Menz Lalo Midir,2,
2011-04-01,Menz Mama Midir,2,
2011-04-01,Merahbete,2,
2011-04-01,Mereb Leke,2,
2011-04-01,Merti,2,
2011-04-01,Mesela,2,
2011-04-01,Meskan,2,
2011-04-01,Meta,2,
2011-04-01,Meta Robi,2,
2011-04-01,Metema,1,
2011-04-01,Metu Zuria,1,
2011-04-01,Meyu,3,
2011-04-01,Meyumuluka,4,
2011-04-01,Michakel,1,
2011-04-01,Mida Kegn,2,
2011-04-01,Midega Tola,3,
2011-04-01,Mierab Azenet Berbere,2,
2011-04-01,Mierab Badawacho,3,
2011-04-01,Mieso,2,
2011-04-01,Miesso,3,
2011-04-01,Mile,3,
2011-04-01,Mimo Weremo,2,
2011-04-01,Minjar Shenkora,2,
2011-04-01,Mirab Abaya,3,
2011-04-01,Mirab Armacho,1,
2011-04-01,Misha,3,
2011-04-01,Misrak Azenet Berbere,2,
2011-04-01,Misrak Badawacho,3,
2011-04-01,Misrak Gashamo,4,
2011-04-01,Miyo,3,
2011-04-01,Mojan Wedera,2,
2011-04-01,Moretna Jiru,2,
2011-04-01,Moyale,3,
2011-04-01,Muhur Na Aklil,2,
2011-04-01,Mulo,1,
2011-04-01,Munessa,2,
2011-04-01,Mustahil,4,
2011-04-01,Naeder Adet,2,
2011-04-01,Nejo,1,
2011-04-01,Nenesebo (Wereka),1,
2011-04-01,Nole Kaba,1,
2011-04-01,Nono,1,
2011-04-01,Nunu Kumba,1,
2011-04-01,Odo Shakiso,3,
2011-04-01,Ofa,3,
2011-04-01,Ofla,2,
2011-04-01,Omo Nada,1,
2011-04-01,Pawe Special,1,
2011-04-01,Quara,1,
2011-04-01,Quarit,1,
2011-04-01,Raya Azebo,2,
2011-04-01,Rayitu,3,
2011-04-01,Robe,2,
2011-04-01,Saesie Tsaedaemba,2,
2011-04-01,Saharti Samre,2,
2011-04-01,Sahla,3,
2011-04-01,Sale Nono,1,
2011-04-01,Sankura,2,
2011-04-01,Sasiga,1,
2011-04-01,Sayilem,1,
2011-04-01,Sayint,2,
2011-04-01,Sayo,1,
2011-04-01,Sayo Nole,1,
2011-04-01,Seden Sodo,1,
2011-04-01,Segeg,4,
2011-04-01,Seka Chekorsa,1,
2011-04-01,Sekela,1,
2011-04-01,Sekoru,1,
2011-04-01,Sekota,3,
2011-04-01,Selahad,4,
2011-04-01,Selamgo,3,
2011-04-01,Selti,2,
2011-04-01,Semen Achefer,1,
2011-04-01,Semen Bench,1,
2011-04-01,Senan,1,
2011-04-01,Serer/Elkere,3,
2011-04-01,Seru,2,
2011-04-01,Setema,1,
2011-04-01,Seweyna,3,
2011-04-01,Shalla,3,
2011-04-01,Shashemene Zuria,2,
2011-04-01,Shashogo,3,
2011-04-01,Shay Bench,1,
2011-04-01,Shebe Dino,3,
2011-04-01,Shebe Sambo,1,
2011-04-01,Shebel Bereta,2,
2011-04-01,Sheka,1,
2011-04-01,Shekosh,4,
2011-04-01,Sherkole,2,
2011-04-01,Shilabo,4,
2011-04-01,Shinile,3,
2011-04-01,Shirka,2,
2011-04-01,Sibu Sire,1,
2011-04-01,Sigmo,1,
2011-04-01,Simada,2,
2011-04-01,Simurobi Gele'alo,3,
2011-04-01,Sinana,2,
2011-04-01,Siraro,3,
2011-04-01,Sirba Abay,2,
2011-04-01,Sire,2,
2011-04-01,Siya Debirna Wayu,2,
2011-04-01,Sodo,2,
2011-04-01,Sodo Daci,1,
2011-04-01,Sodo Zuria,3,
2011-04-01,Soro,3,
2011-04-01,South Ari (Bako Gazer),2,
2011-04-01,Sude,2,
2011-04-01,Sululta,1,
2011-04-01,Surma,1,
2011-04-01,Tach Armacho,1,
2011-04-01,Tach Gayint,2,
2011-04-01,Tahtay Adiyabo,2,
2011-04-01,Tahtay Koraro,2,
2011-04-01,Tahtay Maychew,2,
2011-04-01,Takusa,1,
2011-04-01,Tanqua Abergele,2,
2011-04-01,Tarema Ber,2,
2011-04-01,Teferi Ber,3,
2011-04-01,Telalak,3,
2011-04-01,Teltele,3,
2011-04-01,Tena,2,
2011-04-01,Tenta,2,
2011-04-01,Teru,3,
2011-04-01,Thehulederie,3,
2011-04-01,Tibaro,3,
2011-04-01,Tikur Enchini,1,
2011-04-01,Tiro Afeta,1,
2011-04-01,Tiyo,2,
2011-04-01,Tocha,2,
2011-04-01,Toke Kutaye,2,
2011-04-01,Tole,1,
2011-04-01,Tsegede,1,
2011-04-01,Tselemt,2,
2011-04-01,Tselemti,2,
2011-04-01,Tulo,1,
2011-04-01,Tulo,2,
2011-04-01,Ubadebretsehay,3,
2011-04-01,Uraga,1,
2011-04-01,Wadera,3,
2011-04-01,Wadla,2,
2011-04-01,Waliso,1,
2011-04-01,Walmara,1,
2011-04-01,Wama Hagalo,1,
2011-04-01,Wantawo,3,
2011-04-01,Wara Jarso,2,
2011-04-01,Warder,4,
2011-04-01,Wayu Tuka,1,
2011-04-01,Wegde,2,
2011-04-01,Wegera,2,
2011-04-01,Welkait,1,
2011-04-01,Wemberma,1,
2011-04-01,Wenago,3,
2011-04-01,Wenbera,1,
2011-04-01,Wenchi,1,
2011-04-01,Were Ilu,2,
2011-04-01,Werei Leke,2,
2011-04-01,West Belesa,2,
2011-04-01,West Esite,2,
2011-04-01,West Imi,3,
2011-04-01,Wilbareg,2,
2011-04-01,Wondo-Genet,2,
2011-04-01,Wonosho,2,
2011-04-01,Worebabu,2,
2011-04-01,Wuchale,2,
2011-04-01,Yabelo,3,
2011-04-01,Yalo,3,
2011-04-01,Yama Logi Welel,1,
2011-04-01,Yaso,1,
2011-04-01,Yaya Gulele,2,
2011-04-01,Yayu,1,
2011-04-01,Yeki,1,
2011-04-01,Yem SP Woreda,1,
2011-04-01,Yilmana Densa,1,
2011-04-01,Yirgachefe,3,
2011-04-01,Yubdo,1,
2011-04-01,Zala,3,
2011-04-01,Ziquala,3,
2011-04-01,Ziway Dugda,2,
2011-07-01,Ab Ala,3,
2011-07-01,Ababo,1,
2011-07-01,Abay Chomen,1,
2011-07-01,Abaya,2,
2011-07-01,Abe Dongoro,1,
2011-07-01,Abergele,3,
2011-07-01,Abeshege,1,
2011-07-01,Abichuna Gne'a,2,
2011-07-01,Abobo,2,
2011-07-01,Abuna G/Beret,2,
2011-07-01,Ada'a,1,
2011-07-01,Adaba,3,
2011-07-01,Adadle,4,
2011-07-01,Adama,2,
2011-07-01,Adami Tulu Jido Kombolcha,2,
2011-07-01,Adda Berga,2,
2011-07-01,Addi Arekay,2,
2011-07-01,Adola,3,
2011-07-01,Adwa,2,
2011-07-01,Afambo,3,
2011-07-01,Afdem,3,
2011-07-01,Afder,3,
2011-07-01,Afdera,3,
2011-07-01,Afele Kola (Dima),2,
2011-07-01,Agalometi,1,
2011-07-01,Agarfa,2,
2011-07-01,Ahferom,2,
2011-07-01,Akaki,1,
2011-07-01,Akobo,3,
2011-07-01,Alaba SP Woreda,3,
2011-07-01,Alaje,2,
2011-07-01,Alamata,3,
2011-07-01,Albuko,2,
2011-07-01,Ale,1,
2011-07-01,Aleltu,2,
2011-07-01,Alem Gena,1,
2011-07-01,Aleta Wendo,3,
2011-07-01,Alfa,1,
2011-07-01,Alge Sachi,1,
2011-07-01,Alicho Woriro,2,
2011-07-01,Amaro SP Woreda,3,
2011-07-01,Ambasel,2,
2011-07-01,Ambo Zuria,2,
2011-07-01,Ameya,1,
2011-07-01,Amibara,3,
2011-07-01,Amigna,2,
2011-07-01,Amuru,1,
2011-07-01,Analemmo,3,
2011-07-01,Anchar,3,
2011-07-01,Anderacha,1,
2011-07-01,Aneded,1,
2011-07-01,Anfilo,1,
2011-07-01,Angolelana Tera,2,
2011-07-01,Anigacha,3,
2011-07-01,Ankasha,1,
2011-07-01,Ankober,2,
2011-07-01,Antsokiya,2,
2011-07-01,Arba Minch Zuria,3,
2011-07-01,Arbe Gonna,2,
2011-07-01,Arero,4,
2011-07-01,Argoba,2,
2011-07-01,Argoba Special,3,
2011-07-01,Aroresa,2,
2011-07-01,Arsi Negele,3,
2011-07-01,Artuma,3,
2011-07-01,Artuma Fursi,2,
2011-07-01,Aseko,3,
2011-07-01,Asgede Tsimbila,2,
2011-07-01,Assagirt,2,
2011-07-01,Assosa,2,
2011-07-01,Atsbi Wenberta,3,
2011-07-01,Awabel,1,
2011-07-01,Aware,3,
2011-07-01,Awasa Town,2,
2011-07-01,Awash Fentale,3,
2011-07-01,Awassa Zuria,2,
2011-07-01,Awra,3,
2011-07-01,Ayida,3,
2011-07-01,Ayira Guliso,1,
2011-07-01,Ayisha,3,
2011-07-01,Aysaita,3,
2011-07-01,Babile,3,
2011-07-01,Babo,1,
2011-07-01,Badele Zuria,1,
2011-07-01,Bahirdar Zuria,1,
2011-07-01,Bako Tibe,2,
2011-07-01,Bambasi,2,
2011-07-01,Banja,1,
2011-07-01,Bare,4,
2011-07-01,Basketo SP Woreda,1,
2011-07-01,Baso Liben,1,
2011-07-01,Basona Worena,2,
2011-07-01,Bati,2,
2011-07-01,Becho,1,
2011-07-01,Bedeno,3,
2011-07-01,Begi,1,
2011-07-01,Bele Gesgar,2,
2011-07-01,Bena Tsemay,3,
2011-07-01,Bensa,3,
2011-07-01,Berahle,3,
2011-07-01,Berbere,3,
2011-07-01,Bereh,1,
2011-07-01,Berehet,2,
2011-07-01,Bero,1,
2011-07-01,Beyeda,2,
2011-07-01,Bibugn,1,
2011-07-01,Bila Seyo,1,
2011-07-01,Bilidigilu,1,
2011-07-01,Bilo Nopha,1,
2011-07-01,Bio Jiganifado,1,
2011-07-01,Bita (Big),1,
2011-07-01,Boh,3,
2011-07-01,Boji Chekorsa,1,
2011-07-01,Boji Dirmeji,1,
2011-07-01,Boke,3,
2011-07-01,Boloso Bombe,3,
2011-07-01,Boloso sore,3,
2011-07-01,Bona Zuria,3,
2011-07-01,Boneya Boshe,1,
2011-07-01,Bonke,2,
2011-07-01,Bora,2,
2011-07-01,Bore,1,
2011-07-01,Borecha,1,
2011-07-01,Boreda,3,
2011-07-01,Boricha,3,
2011-07-01,Boset,2,
2011-07-01,Bugna,2,
2011-07-01,Bule,3,
2011-07-01,Bule Hora,3,
2011-07-01,Bulen,1,
2011-07-01,Bure,1,
2011-07-01,Bure Mudaytu,3,
2011-07-01,Burji SP Woreda,3,
2011-07-01,Bursa,2,
2011-07-01,Chefa Gula,2,
2011-07-01,Cheha,2,
2011-07-01,Cheliya,2,
2011-07-01,Chena,1,
2011-07-01,Chencha,2,
2011-07-01,Chereti/Weyib,3,
2011-07-01,Cheta,1,
2011-07-01,Chifra,3,
2011-07-01,Chilga,1,
2011-07-01,Chinaksen,3,
2011-07-01,Chire,3,
2011-07-01,Chiro Zuria,3,
2011-07-01,Chole,3,
2011-07-01,Chora,1,
2011-07-01,Chuko,3,
2011-07-01,Chwaka,1,
2011-07-01,Dabat,2,
2011-07-01,Dabo Hana,1,
2011-07-01,Dale,3,
2011-07-01,Dale Sadi,1,
2011-07-01,Dale Wabera,1,
2011-07-01,Dalocha,2,
2011-07-01,Dalul,3,
2011-07-01,Damot Gale,3,
2011-07-01,Damot Pulasa,3,
2011-07-01,Damot Sore,3,
2011-07-01,Damot Weydie,3,
2011-07-01,Dangila,1,
2011-07-01,Dangura,1,
2011-07-01,Daniboya,3,
2011-07-01,Dano,1,
2011-07-01,Danot,4,
2011-07-01,Dara,3,
2011-07-01,Daramalo,3,
2011-07-01,Darimu,1,
2011-07-01,Daro Lebu,3,
2011-07-01,Dasenech (Kuraz),3,
2011-07-01,Dawe Kachen,4,
2011-07-01,Dawo,1,
2011-07-01,Dawunt,2,
2011-07-01,Debark,2,
2011-07-01,Debay Telatgen,1,
2011-07-01,Debeweyin,4,
2011-07-01,Debre Elias,1,
2011-07-01,Debre Libanos,2,
2011-07-01,Debresina,2,
2011-07-01,Debub Achefer,1,
2011-07-01,Debub Bench,1,
2011-07-01,Decha,1,
2011-07-01,Deder,3,
2011-07-01,Dedesa,1,
2011-07-01,Dedo,1,
2011-07-01,Dega,1,
